source,target,anchor,rel,representation,internal,target_status,target_error,target_missing_content_candidate,checked
https://www.theglownique.com/,https://www.etsy.com/listing/1878290703/custom-neon-sign-led-light-for-wedding,Read them all on Etsy,"[""noopener""]",raw,False,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/,THE GLOWNIQUE,[],raw,True,200,,False,True
https://www.theglownique.com/,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20custom%20sign.%20Here's%20my%20idea%3A%20,WhatsApp: +1 (289) 796-3492,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/,https://www.instagram.com/theglownique/,,"[""noopener""]",raw,False,,,False,False
https://www.theglownique.com/,https://www.facebook.com/people/TheGlownique/61578567176081/,,"[""noopener""]",raw,False,,,False,False
https://www.theglownique.com/,https://www.etsy.com/listing/1878290703/custom-neon-sign-led-light-for-wedding,,"[""noopener""]",raw,False,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/products/custom-neon-signs,Custom neon signs,[],raw,True,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/products/3d-metal-neon-signs,3D metal signs,[],raw,True,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/products/ultra-thin-lightbox,Ultra thin lightbox,[],raw,True,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/products/uv-print-acrylic-signs,UV-print acrylic,[],raw,True,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/,Create your own,[],raw,True,200,,False,True
https://www.theglownique.com/,https://www.theglownique.com/,How it works,[],raw,True,200,,False,True
https://www.theglownique.com/,https://www.theglownique.com/,Design ideas,[],raw,True,200,,False,True
https://www.theglownique.com/,https://www.theglownique.com/,FAQ,[],raw,True,200,,False,True
https://www.theglownique.com/,https://www.theglownique.com/,About us,[],raw,True,200,,False,True
https://www.theglownique.com/,https://www.theglownique.com/,Case studies,[],raw,True,200,,False,True
https://www.theglownique.com/,https://www.theglownique.com/blog,Journal,[],raw,True,200,,False,True
https://www.theglownique.com/,https://www.theglownique.com/contact,Contact,[],raw,True,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/shipping,Shipping & delivery,[],raw,True,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/returns,Returns & warranty,[],raw,True,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/accessibility,Accessibility,[],raw,True,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/privacy,Privacy,[],raw,True,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/privacy,Privacy,[],raw,True,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/terms,Terms,[],raw,True,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/accessibility,Accessibility,[],raw,True,,,False,False
https://www.theglownique.com/,https://www.theglownique.com/privacy,privacy policy,"[""noopener""]",raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs,Skip to content,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/,THE GLOWNIQUE,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/,Home,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/products/custom-neon-signs,Neon Sign,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/products/3d-metal-neon-signs,3D Metal Neon Sign,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/products/ultra-thin-lightbox,Ultra Thin Lightbox,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/products/uv-print-acrylic-signs,3D Acrylic Neon Sign,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/blog,Journal,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/contact,Contact,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20business%20sign.%20Here's%20my%20idea%3A%20,Get a free quote,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20Your%20Custom%20Name%20Sign.%20Here's%20my%20idea%3A%20,Get a Free Business Sign Mockup,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/guides/custom-business-sign-cost,View Business Sign Cost Guide →,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/custom-logo-neon-signs,Custom Logo Neon Signs,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/custom-logo-neon-signs,Explore B2B Specs & Uses →,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20Custom%20Logo%20Neon%20Signs.%20Here's%20my%20idea%3A%20,Get Quote,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/channel-letter-signs,3D Metal Channel Letter Signs,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/channel-letter-signs,Explore B2B Specs & Uses →,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%203D%20Metal%20Channel%20Letter%20Signs.%20Here's%20my%20idea%3A%20,Get Quote,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/lightbox-signs,Ultra-Thin Lightbox Signs,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/lightbox-signs,Explore B2B Specs & Uses →,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20Ultra-Thin%20Lightbox%20Signs.%20Here's%20my%20idea%3A%20,Get Quote,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/acrylic-logo-signs,3D UV-Print Acrylic Logo Signs,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/acrylic-logo-signs,Explore B2B Specs & Uses →,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%203D%20UV-Print%20Acrylic%20Logo%20Signs.%20Here's%20my%20idea%3A%20,Get Quote,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/backlit-signs,Custom 3D Metal Backlit Signs,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/backlit-signs,Explore B2B Specs & Uses →,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20Custom%203D%20Metal%20Backlit%20Signs.%20Here's%20my%20idea%3A%20,Get Quote,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/backlit-lobby-signs,Backlit Lobby Signs & Reception Logos,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/backlit-lobby-signs,Explore B2B Specs & Uses →,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20Backlit%20Lobby%20Signs%20%26%20Reception%20Logos.%20Here's%20my%20idea%3A%20,Get Quote,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/gym-fitness-signs,"Gym & Fitness Signs → Motivational wall signs, studio logos and class-room branding built to survive chalk dust, dropped plates and the vibration of a busy training floor.",[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/bar-signs,"Bar Signs → Back-bar logos, cocktail-list lighting and venue branding specified for the one environment that is warm, damp, greasy and deliberately dark.",[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/open-signs,Open Signs → The one sign whose entire job is answering a question from across the street — and the reason a stock open sign in a bright window so often fails to.,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/restaurant-signs,"Restaurant Signs → Storefront identity, interior branding and menu display for venues where the same wall has to look right in daylight service and at candlelit covers.",[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/office-signs,"Office Signs → Reception walls, lobby logos and meeting-room identity, in the finishes that read as considered rather than loud.",[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/salon-spa-signs,"Salon & Spa Signs → Reception marks, mirror walls and treatment-room branding for spaces where the sign ends up in every client's photo whether you planned for it or not.",[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/retail-storefronts,"Retail Storefront Signs → Façade lettering and window signage specified for the two problems every retail unit shares: reading in daylight, and looking deliberate after dark.",[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/business-signs/trade-show-signs,"Trade Show Signs → Booth branding specified around the constraint that defines exhibition signage: it has to go up in an hour, come down in twenty minutes, and survive the trip to the next show.",[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/guides/custom-business-sign-cost,"Custom Business Sign Cost Guide Detailed pricing drivers, sizing formulas, materials, and installation considerations for commercial signage budgets. Read Guide →",[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/guides/front-lit-vs-halo-lit-vs-dual-lit,"Front-Lit vs Halo-Lit vs Dual-Lit Channel Letters Compare visibility, wall reflection physics, and daytime vs nighttime legibility for exterior storefront channel letters. Read Guide →",[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/guides/backlit-sign-wall-surfaces-and-standoffs,"Backlit Sign Wall Surfaces & Standoff Guide How wall finishes (plaster, wood slats, brick, tile) and standoff distance change halo illumination on backlit signs. Read Guide →",[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20Your%20Custom%20Name%20Sign.%20Here's%20my%20idea%3A%20,Start your design,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/,THE GLOWNIQUE,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20custom%20sign.%20Here's%20my%20idea%3A%20,WhatsApp: +1 (289) 796-3492,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs,https://www.instagram.com/theglownique/,,"[""noopener""]",raw,False,,,False,False
https://www.theglownique.com/business-signs,https://www.facebook.com/people/TheGlownique/61578567176081/,,"[""noopener""]",raw,False,,,False,False
https://www.theglownique.com/business-signs,https://www.etsy.com/listing/1878290703/custom-neon-sign-led-light-for-wedding,,"[""noopener""]",raw,False,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/products/custom-neon-signs,Custom neon signs,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/products/3d-metal-neon-signs,3D metal signs,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/products/ultra-thin-lightbox,Ultra thin lightbox,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/products/uv-print-acrylic-signs,UV-print acrylic,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/,Create your own,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/,How it works,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/,Design ideas,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/,FAQ,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/,About us,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/,Case studies,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/blog,Journal,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs,https://www.theglownique.com/contact,Contact,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/shipping,Shipping & delivery,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/returns,Returns & warranty,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/accessibility,Accessibility,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/privacy,Privacy,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/privacy,Privacy,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/terms,Terms,[],raw,True,,,False,False
https://www.theglownique.com/business-signs,https://www.theglownique.com/accessibility,Accessibility,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/business-signs/custom-logo-neon-signs,Skip to content,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/,THE GLOWNIQUE,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/,Home,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/products/custom-neon-signs,Neon Sign,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/products/3d-metal-neon-signs,3D Metal Neon Sign,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/products/ultra-thin-lightbox,Ultra Thin Lightbox,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/products/uv-print-acrylic-signs,3D Acrylic Neon Sign,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/blog,Journal,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/contact,Contact,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20custom%20logo%20neon%20sign.%20Here's%20my%20idea%3A%20,Get a free quote,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/,Home,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/business-signs,Business Signs,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20custom%20logo%20neon%20sign.%20Here's%20my%20idea%3A%20,Get a Free Logo Mockup & Quote,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/products/custom-neon-signs,View General Product Specs →,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/guides/custom-business-sign-cost,Compare custom logo sign cost factors in our business guide →,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20Your%20Custom%20Name%20Sign.%20Here's%20my%20idea%3A%20,Start your design,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/,THE GLOWNIQUE,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20custom%20sign.%20Here's%20my%20idea%3A%20,WhatsApp: +1 (289) 796-3492,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.instagram.com/theglownique/,,"[""noopener""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.facebook.com/people/TheGlownique/61578567176081/,,"[""noopener""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.etsy.com/listing/1878290703/custom-neon-sign-led-light-for-wedding,,"[""noopener""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/products/custom-neon-signs,Custom neon signs,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/products/3d-metal-neon-signs,3D metal signs,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/products/ultra-thin-lightbox,Ultra thin lightbox,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/products/uv-print-acrylic-signs,UV-print acrylic,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/,Create your own,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/,How it works,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/,Design ideas,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/,FAQ,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/,About us,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/,Case studies,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/blog,Journal,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/contact,Contact,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/shipping,Shipping & delivery,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/returns,Returns & warranty,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/accessibility,Accessibility,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/privacy,Privacy,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/privacy,Privacy,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/terms,Terms,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/custom-logo-neon-signs,https://www.theglownique.com/accessibility,Accessibility,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/business-signs/channel-letter-signs,Skip to content,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/,THE GLOWNIQUE,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/,Home,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/products/custom-neon-signs,Neon Sign,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/products/3d-metal-neon-signs,3D Metal Neon Sign,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/products/ultra-thin-lightbox,Ultra Thin Lightbox,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/products/uv-print-acrylic-signs,3D Acrylic Neon Sign,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/blog,Journal,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/contact,Contact,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%203D%20channel%20letter%20sign.%20Here's%20my%20idea%3A%20,Get a free quote,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/,Home,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/business-signs,Business Signs,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/channel-letter-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%203D%20metal%20channel%20letter%20sign.%20Here's%20my%20idea%3A%20,Get a Channel Letter Quote,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/guides/front-lit-vs-halo-lit-vs-dual-lit,Front-Lit vs Halo-Lit Comparison →,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/channel-letter-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20Your%20Custom%20Name%20Sign.%20Here's%20my%20idea%3A%20,Start your design,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/,THE GLOWNIQUE,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/channel-letter-signs,https://wa.me/12897963492?text=Hi%20The%20Glownique!%20I'd%20like%20a%20free%20quote%20and%20mockup%20for%20a%20custom%20sign.%20Here's%20my%20idea%3A%20,WhatsApp: +1 (289) 796-3492,"[""noopener"", ""noreferrer""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.instagram.com/theglownique/,,"[""noopener""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.facebook.com/people/TheGlownique/61578567176081/,,"[""noopener""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.etsy.com/listing/1878290703/custom-neon-sign-led-light-for-wedding,,"[""noopener""]",raw,False,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/products/custom-neon-signs,Custom neon signs,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/products/3d-metal-neon-signs,3D metal signs,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/products/ultra-thin-lightbox,Ultra thin lightbox,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/products/uv-print-acrylic-signs,UV-print acrylic,[],raw,True,,,False,False
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/,Create your own,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/,How it works,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/,Design ideas,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/,FAQ,[],raw,True,200,,False,True
https://www.theglownique.com/business-signs/channel-letter-signs,https://www.theglownique.com/,About us,[],raw,True,200,,False,True
