url,final_url,status,error,title,representation,initial_title,initial_word_count,missing_content_candidate,meta_description,h1,canonical,word_count,schema_types,indexability_candidate,in_sitemap,inlinks_observed,outlinks,click_depth_observed,elapsed_ms,body_bytes,fetched_at,html_path
https://www.theglownique.com/business-signs/office-signs,https://www.theglownique.com/business-signs/office-signs,200,,Custom Office Signs & Lobby Signage | The Glownique,http,Custom Office Signs & Lobby Signage | The Glownique,759,False,"Custom office signs, reception logo signage & illuminated lobby branding in metal and acrylic. Halo-lit builds with free design mockup & 5-year warranty.","[""Custom Office Signs & Reception Logo Signage""]","[{""raw"": ""https://www.theglownique.com/business-signs/office-signs"", ""url"": ""https://www.theglownique.com/business-signs/office-signs""}]",759,"[""Answer"", ""BreadcrumbList"", ""CollectionPage"", ""FAQPage"", ""ImageObject"", ""ItemList"", ""ListItem"", ""Organization"", ""Question"", ""WebSite""]",True,True,3,45,2,538.22,88150,2026-09-24T15:11:08.459684+00:00,html/95278f25f56fba14baefa17e4cf137449a36037d775f5fcf544074b260caa219.html
https://www.theglownique.com/business-signs/salon-spa-signs,https://www.theglownique.com/business-signs/salon-spa-signs,200,,Custom Salon & Spa Neon Signs | The Glownique,http,Custom Salon & Spa Neon Signs | The Glownique,711,False,"Custom salon neon signs, spa logo signage and beauty studio branding. Camera-ready lighting in your brand colours, with free mockup & 5-year warranty.","[""Custom Salon & Spa Neon Signs""]","[{""raw"": ""https://www.theglownique.com/business-signs/salon-spa-signs"", ""url"": ""https://www.theglownique.com/business-signs/salon-spa-signs""}]",711,"[""Answer"", ""BreadcrumbList"", ""CollectionPage"", ""FAQPage"", ""ImageObject"", ""ItemList"", ""ListItem"", ""Organization"", ""Question"", ""WebSite""]",True,True,3,44,2,2091.99,85902,2026-09-24T15:11:08.460285+00:00,html/8678cedf3c795649871d6c8f1af538bf9025c6d5127338f5566f8c7743dc7526.html
https://www.theglownique.com/business-signs/retail-storefronts,https://www.theglownique.com/business-signs/retail-storefronts,200,,Custom Retail Storefront Signs | The Glownique,http,Custom Retail Storefront Signs | The Glownique,718,False,"Custom retail storefront signs, illuminated facade lettering & window signs for shops. IP67 outdoor builds with free design mockup & 5-year warranty.","[""Custom Retail Storefront Signs""]","[{""raw"": ""https://www.theglownique.com/business-signs/retail-storefronts"", ""url"": ""https://www.theglownique.com/business-signs/retail-storefronts""}]",718,"[""Answer"", ""BreadcrumbList"", ""CollectionPage"", ""FAQPage"", ""ImageObject"", ""ItemList"", ""ListItem"", ""Organization"", ""Question"", ""WebSite""]",True,True,3,45,2,1169.1,87427,2026-09-24T15:11:08.459891+00:00,html/44c38a61d48a2d1507a67febb6787b4ce37b3c65f4e33f09d16841914e44f2b8.html
https://www.theglownique.com/business-signs/trade-show-signs,https://www.theglownique.com/business-signs/trade-show-signs,200,,Trade Show Booth Signs & Displays | The Glownique,http,Trade Show Booth Signs & Displays | The Glownique,717,False,"Custom trade show booth signs, portable illuminated displays & exhibition branding. Lightweight, road-ready builds with free mockup & 5-year warranty.","[""Trade Show Booth Signs & Portable Displays""]","[{""raw"": ""https://www.theglownique.com/business-signs/trade-show-signs"", ""url"": ""https://www.theglownique.com/business-signs/trade-show-signs""}]",717,"[""Answer"", ""BreadcrumbList"", ""CollectionPage"", ""FAQPage"", ""ImageObject"", ""ItemList"", ""ListItem"", ""Organization"", ""Question"", ""WebSite""]",True,True,2,44,2,1491.11,85383,2026-09-24T15:11:08.460086+00:00,html/362c044fe2c46ee5a2caa3313a3a55fa95e9805338362c9033da3e22b61a1d66.html
https://www.theglownique.com/blog,https://www.theglownique.com/blog,200,,Custom Neon & Signage Blog | The Glownique,http,Custom Neon & Signage Blog | The Glownique,825,False,"Explore The Glownique's custom neon and signage blog. Practical tips, colour theory, care advice and illuminated sign design trends from our workshop.","[""Ideas, Colour & Care for Illuminated Signs""]","[{""raw"": ""https://www.theglownique.com/blog"", ""url"": ""https://www.theglownique.com/blog""}]",825,"[""Blog"", ""BlogPosting"", ""BreadcrumbList"", ""ImageObject"", ""ListItem"", ""Organization"", ""WebSite""]",True,True,25,50,1,520.51,146976,2026-09-24T15:11:10.626321+00:00,html/e80893b1f709cfa663a8149936613a7495debf07be4efe459227831e014c3858.html
https://www.theglownique.com/guides,https://www.theglownique.com/guides,200,,Business Signage Guides & Comparisons | The Glownique,http,Business Signage Guides & Comparisons | The Glownique,125,False,"Comprehensive buying guides for commercial signage — cost breakdowns, channel letter lighting comparisons, sizing recommendations and material specs.","[""Business Signage Guides & Technical Comparisons""]","[{""raw"": ""https://www.theglownique.com/guides"", ""url"": ""https://www.theglownique.com/guides""}]",125,"[""BreadcrumbList"", ""CollectionPage"", ""ImageObject"", ""ItemList"", ""ListItem"", ""Organization"", ""WebSite""]",True,True,12,41,2,1329.92,59119,2026-09-24T15:11:10.626480+00:00,html/f51ee08095913e3e58f4465c061a963f68ff7a6d4bba78e6db87deb4d8954162.html
https://www.theglownique.com/guides/custom-business-sign-cost,https://www.theglownique.com/guides/custom-business-sign-cost,200,,Custom Business Sign Cost: 2026 Guide | The Glownique,http,Custom Business Sign Cost: 2026 Guide | The Glownique,471,False,"Pricing guide for custom business signs: LED neon signs, 3D channel letters, lightboxes & acrylic logos. Compare cost drivers, sizing and mounting specs.","[""Custom Business Sign Cost Guide""]","[{""raw"": ""https://www.theglownique.com/guides/custom-business-sign-cost"", ""url"": ""https://www.theglownique.com/guides/custom-business-sign-cost""}]",471,"[""Answer"", ""Article"", ""BreadcrumbList"", ""FAQPage"", ""ImageObject"", ""ListItem"", ""Organization"", ""Question"", ""WebSite""]",True,True,8,38,1,2565.81,71289,2026-09-24T15:11:10.626636+00:00,html/3571ce01c76be0f12631a1921b6c9af7ed9d57ae521d90bc22677aa8db4cdf7f.html
https://www.theglownique.com/guides/front-lit-vs-halo-lit-vs-dual-lit,https://www.theglownique.com/guides/front-lit-vs-halo-lit-vs-dual-lit,200,,Front-Lit vs Halo-Lit vs Dual-Lit Letters | The Glownique,http,Front-Lit vs Halo-Lit vs Dual-Lit Letters | The Glownique,502,False,"Compare 3D metal channel letter illumination: front-lit, halo backlit & dual-lit. Learn about day & night legibility, wall reflection needs, and aesthetics.","[""Front-Lit vs. Halo-Lit vs. Dual-Lit Channel Letters""]","[{""raw"": ""https://www.theglownique.com/guides/front-lit-vs-halo-lit-vs-dual-lit"", ""url"": ""https://www.theglownique.com/guides/front-lit-vs-halo-lit-vs-dual-lit""}]",502,"[""Answer"", ""Article"", ""BreadcrumbList"", ""FAQPage"", ""ImageObject"", ""ListItem"", ""Organization"", ""Question"", ""WebSite""]",True,True,6,41,1,2035.31,72844,2026-09-24T15:11:10.631928+00:00,html/e5188764d89dd4cd1cbd90eb8fe0d07ae40891731d4d31e84f41c1bd03165958.html
https://www.theglownique.com/guides/backlit-sign-wall-surfaces-and-standoffs,https://www.theglownique.com/guides/backlit-sign-wall-surfaces-and-standoffs,200,,Backlit Sign Wall Surfaces & Standoff Guide | The Glownique,http,Backlit Sign Wall Surfaces & Standoff Guide | The Glownique,883,False,"How wall finishes (plaster, wood slats, brick, tile) and standoff distance change halo illumination on backlit signs. Complete architectural mounting guide.","[""How Wall Surfaces & Standoff Distance Change Backlit Signs""]","[{""raw"": ""https://www.theglownique.com/guides/backlit-sign-wall-surfaces-and-standoffs"", ""url"": ""https://www.theglownique.com/guides/backlit-sign-wall-surfaces-and-standoffs""}]",883,"[""Answer"", ""Article"", ""BreadcrumbList"", ""FAQPage"", ""ImageObject"", ""ListItem"", ""Organization"", ""Question"", ""WebSite""]",True,True,6,38,1,1018.65,81041,2026-09-24T15:11:13.248624+00:00,html/9adb08781ad60c6a99175910383640610603015ca32ba88d54d3885e7933ef5c.html
https://www.theglownique.com/custom-signage,https://www.theglownique.com/custom-signage,200,,Custom Signage & Light Up Signs | The Glownique,http,Custom Signage & Light Up Signs | The Glownique,478,False,"Handcrafted custom LED neon signs, 3D metal letters & ultra-thin lightboxes built to stand out. Free 1-on-1 design mockup & 5-year warranty.","[""Custom Signage & Light Up Signs""]","[{""raw"": ""https://www.theglownique.com/custom-signage"", ""url"": ""https://www.theglownique.com/custom-signage""}]",478,"[""BreadcrumbList"", ""CollectionPage"", ""ImageObject"", ""ItemList"", ""ListItem"", ""Organization"", ""WebSite""]",True,True,6,46,1,2228.52,93279,2026-09-24T15:11:13.249209+00:00,html/1b649b1a73d411f9dc662ef9b41817c0fb9f1805a2f6a42752a01836a203c159.html
https://www.theglownique.com/custom-signage/wedding-signs,https://www.theglownique.com/custom-signage/wedding-signs,200,,Custom Wedding Neon Signs & Wall Decor | The Glownique,http,Custom Wedding Neon Signs & Wall Decor | The Glownique,1218,False,"Custom wedding neon signs — surnames, first names, Mr & Mrs and vows — in warm white or your palette. Battery or plug, free design mockup, 5-year warranty.","[""Custom Wedding Neon Signs""]","[{""raw"": ""https://www.theglownique.com/custom-signage/wedding-signs"", ""url"": ""https://www.theglownique.com/custom-signage/wedding-signs""}]",1218,"[""Answer"", ""BreadcrumbList"", ""CollectionPage"", ""FAQPage"", ""ImageObject"", ""ItemList"", ""ListItem"", ""Organization"", ""Question"", ""Thing"", ""WebSite""]",True,True,4,53,2,1731.46,129336,2026-09-24T15:11:13.248863+00:00,html/556fff875fd55b2f17ee118d6f78dc97c1dc3910b00021d9937d6d6eecdb3ce9.html
https://www.theglownique.com/custom-signage/kids-room-neon-signs,https://www.theglownique.com/custom-signage/kids-room-neon-signs,200,,Kids’ Room Neon Signs & Name Signs | The Glownique,http,Kids’ Room Neon Signs & Name Signs | The Glownique,1280,False,"Kids’ room neon signs and neon name signs for nurseries, bedrooms and teen rooms. 12V silicone, no glass, dimmable, any colour. Free mockup, 5-year warranty.","[""Kids’ Room Neon Signs & Nursery Name Signs""]","[{""raw"": ""https://www.theglownique.com/custom-signage/kids-room-neon-signs"", ""url"": ""https://www.theglownique.com/custom-signage/kids-room-neon-signs""}]",1280,"[""Answer"", ""BreadcrumbList"", ""CollectionPage"", ""FAQPage"", ""ImageObject"", ""ItemList"", ""ListItem"", ""Organization"", ""Question"", ""Thing"", ""WebSite""]",True,True,4,53,2,1922.71,141456,2026-09-24T15:11:13.249057+00:00,html/7280d3c5d8e9bea4488087815e7985eead8c6f4a13ee97072ab08ca453e46a83.html
https://www.theglownique.com/custom-signage/gaming-neon-signs,https://www.theglownique.com/custom-signage/gaming-neon-signs,200,,Gaming Neon Signs for Game Rooms | The Glownique,http,Gaming Neon Signs for Game Rooms | The Glownique,1196,False,"Custom gaming neon signs for game rooms, stream setups & arcades — gamertags & logos. Dimmable 12V LED silicone with free mockup & 5-year warranty.","[""Gaming Neon Signs for Game Rooms & Setups""]","[{""raw"": ""https://www.theglownique.com/custom-signage/gaming-neon-signs"", ""url"": ""https://www.theglownique.com/custom-signage/gaming-neon-signs""}]",1196,"[""Answer"", ""BreadcrumbList"", ""CollectionPage"", ""FAQPage"", ""ImageObject"", ""ItemList"", ""ListItem"", ""Organization"", ""Question"", ""Thing"", ""WebSite""]",True,True,4,53,2,862.86,128963,2026-09-24T15:11:15.574805+00:00,html/963db56b0fd6f5a83c113339066b68921f51d033ecf320c4ad2c20a6de20350b.html
